year,origin_fips,origin_state,origin_state_name,origin_type,dest_fips,dest_state,dest_state_name,dest_type,irs_returns_out,irs_returns_in,irs_individuals_out,irs_individuals_in,irs_agi_out,irs_agi_in,acs_migrants,acs_moe,acs_moe_pct,acs_reliable
2013,10,DE,Delaware,state,46,SD,South Dakota,state,19,19,36,36,716,716,0,155,,
2013,10,DE,Delaware,state,47,TN,Tennessee,state,146,146,279,279,8281,8281,163,211,1.2945,False
2013,10,DE,Delaware,state,48,TX,Texas,state,598,598,1222,1222,35866,35866,240,224,0.9333,False
2013,10,DE,Delaware,state,49,UT,Utah,state,39,39,90,90,2119,2119,0,185,,
2013,10,DE,Delaware,state,51,VA,Virginia,state,734,734,1524,1524,36663,36663,776,413,0.5322,False
2013,10,DE,Delaware,state,50,VT,Vermont,state,26,26,43,43,1312,1312,0,151,,
2013,10,DE,Delaware,state,53,WA,Washington,state,126,126,213,213,6882,6882,0,198,,
2013,10,DE,Delaware,state,55,WI,Wisconsin,state,52,52,140,140,2578,2578,0,149,,
2013,10,DE,Delaware,state,54,WV,West Virginia,state,93,93,162,162,3353,3353,53,93,1.7547,False
2013,10,DE,Delaware,state,56,WY,Wyoming,state,15,15,31,31,6418,6418,0,193,,
2013,12,FL,Florida,state,02,AK,Alaska,state,1184,1184,2061,2061,41366,41366,10876,3781,0.3476,True
2013,12,FL,Florida,state,01,AL,Alabama,state,7249,7249,14217,14217,303253,303253,10281,2527,0.2458,True
2013,12,FL,Florida,state,05,AR,Arkansas,state,1829,1829,3430,3430,83255,83255,1577,1000,0.6341,False
2013,12,FL,Florida,state,04,AZ,Arizona,state,4264,4264,7391,7391,227602,227602,7553,2339,0.3097,True
2013,12,FL,Florida,state,06,CA,California,state,16264,16264,27892,27892,1030401,1030401,26690,3726,0.1396,True
2013,12,FL,Florida,state,08,CO,Colorado,state,5807,5807,10028,10028,330245,330245,7608,1872,0.2461,True
2013,12,FL,Florida,state,09,CT,Connecticut,state,4165,4165,6905,6905,341533,341533,8709,2579,0.2961,True
2013,12,FL,Florida,state,11,DC,District of Columbia,dc,1077,1077,1427,1427,78522,78522,1762,622,0.353,True
2013,12,FL,Florida,state,10,DE,Delaware,state,981,981,1703,1703,37891,37891,1969,862,0.4378,True
2013,12,FL,Florida,state,57,FOR,Foreign Country,foreign,8262,,15713,,436032,,150240,9384,0.0625,True
2013,12,FL,Florida,state,13,GA,Georgia,state,24437,24437,46601,46601,1325315,1325315,35386,5530,0.1563,True
2013,12,FL,Florida,state,15,HI,Hawaii,state,1535,1535,2801,2801,64875,64875,1009,552,0.5471,False
2013,12,FL,Florida,state,19,IA,Iowa,state,1369,1369,2446,2446,70693,70693,4597,2873,0.625,False
2013,12,FL,Florida,state,16,ID,Idaho,state,608,608,1168,1168,26172,26172,1541,1065,0.6911,False
2013,12,FL,Florida,state,17,IL,Illinois,state,8256,8256,13903,13903,520504,520504,19973,3120,0.1562,True
2013,12,FL,Florida,state,18,IN,Indiana,state,5265,5265,9641,9641,247208,247208,14148,2901,0.205,True
2013,12,FL,Florida,state,US-ISL,ISL,U.S. Island Areas,territory,,,,,,,2688,1863,0.6931,False
2013,12,FL,Florida,state,20,KS,Kansas,state,1738,1738,3267,3267,84525,84525,4171,1711,0.4102,True
2013,12,FL,Florida,state,21,KY,Kentucky,state,4012,4012,7424,7424,246224,246224,7592,2020,0.2661,True
2013,12,FL,Florida,state,22,LA,Louisiana,state,3868,3868,7108,7108,164811,164811,6856,3219,0.4695,True
2013,12,FL,Florida,state,25,MA,Massachusetts,state,7746,7746,12783,12783,447402,447402,19621,3508,0.1788,True
2013,12,FL,Florida,state,24,MD,Maryland,state,5987,5987,10440,10440,345510,345510,12022,2639,0.2195,True
2013,12,FL,Florida,state,23,ME,Maine,state,1802,1802,2934,2934,75538,75538,2995,1149,0.3836,True
2013,12,FL,Florida,state,26,MI,Michigan,state,8196,8196,14133,14133,350365,350365,19860,3073,0.1547,True
2013,12,FL,Florida,state,27,MN,Minnesota,state,2544,2544,4433,4433,308958,308958,5576,1910,0.3425,True
2013,12,FL,Florida,state,29,MO,Missouri,state,3692,3692,6625,6625,465714,465714,10754,2720,0.2529,True
2013,12,FL,Florida,state,28,MS,Mississippi,state,2438,2438,4549,4549,99326,99326,6919,3309,0.4782,True
2013,12,FL,Florida,state,30,MT,Montana,state,562,562,960,960,26810,26810,576,426,0.7396,False
2013,12,FL,Florida,state,37,NC,North Carolina,state,15283,15283,29068,29068,747890,747890,29097,5326,0.183,True
2013,12,FL,Florida,state,38,ND,North Dakota,state,649,649,1226,1226,31399,31399,50,81,1.62,False
2013,12,FL,Florida,state,31,NE,Nebraska,state,951,951,1766,1766,40382,40382,2228,1139,0.5112,False
2013,12,FL,Florida,state,33,NH,New Hampshire,state,1996,1996,3339,3339,89803,89803,4987,1500,0.3008,True
2013,12,FL,Florida,state,34,NJ,New Jersey,state,9022,9022,15418,15418,508932,508932,30914,4603,0.1489,True
2013,12,FL,Florida,state,35,NM,New Mexico,state,1296,1296,2383,2383,63659,63659,2164,921,0.4256,True
2013,12,FL,Florida,state,32,NV,Nevada,state,3518,3518,5931,5931,162139,162139,3508,1554,0.443,True
2013,12,FL,Florida,state,36,NY,New York,state,22868,22868,37301,37301,1296227,1296227,55419,5760,0.1039,True
2013,12,FL,Florida,state,39,OH,Ohio,state,9849,9849,17480,17480,649312,649312,22597,3639,0.161,True
2013,12,FL,Florida,state,40,OK,Oklahoma,state,2157,2157,4111,4111,82891,82891,4386,2262,0.5157,False
2013,12,FL,Florida,state,41,OR,Oregon,state,1673,1673,2784,2784,84102,84102,1816,979,0.5391,False
2013,12,FL,Florida,state,42,PA,Pennsylvania,state,9474,9474,16117,16117,495536,495536,28771,5754,0.2,True
2013,12,FL,Florida,state,72,PR,Puerto Rico,territory,,,,,,,21245,7079,0.3332,True
2013,12,FL,Florida,state,44,RI,Rhode Island,state,1411,1411,2365,2365,79916,79916,3201,1143,0.3571,True
2013,12,FL,Florida,state,45,SC,South Carolina,state,6739,6739,12980,12980,323090,323090,11074,3484,0.3146,True
2013,12,FL,Florida,state,46,SD,South Dakota,state,1346,1346,2166,2166,56970,56970,533,352,0.6604,False
2013,12,FL,Florida,state,47,TN,Tennessee,state,9259,9259,17771,17771,471001,471001,13232,3130,0.2365,True
2013,12,FL,Florida,state,48,TX,Texas,state,30296,30296,53818,53818,2290417,2290417,24226,6092,0.2515,True
2013,12,FL,Florida,state,49,UT,Utah,state,1197,1197,2613,2613,63689,63689,2129,891,0.4185,True
2013,12,FL,Florida,state,51,VA,Virginia,state,10662,10662,20334,20334,636171,636171,18132,2871,0.1583,True
2013,12,FL,Florida,state,50,VT,Vermont,state,739,739,1144,1144,23885,23885,1434,614,0.4282,True
2013,12,FL,Florida,state,53,WA,Washington,state,5013,5013,9084,9084,713407,713407,6975,1832,0.2627,True
2013,12,FL,Florida,state,55,WI,Wisconsin,state,3100,3100,5219,5219,172512,172512,7321,2277,0.311,True
2013,12,FL,Florida,state,54,WV,West Virginia,state,1641,1641,2930,2930,73397,73397,4250,1764,0.4151,True
2013,12,FL,Florida,state,56,WY,Wyoming,state,1643,1643,2773,2773,87366,87366,341,398,1.1672,False
2013,57,FOR,Foreign Country,foreign,02,AK,Alaska,state,,605,,1332,,27373,,,,
2013,57,FOR,Foreign Country,foreign,01,AL,Alabama,state,,954,,2315,,46957,,,,
2013,57,FOR,Foreign Country,foreign,05,AR,Arkansas,state,,482,,1099,,22220,,,,
2013,57,FOR,Foreign Country,foreign,04,AZ,Arizona,state,,2554,,5765,,122744,,,,
2013,57,FOR,Foreign Country,foreign,06,CA,California,state,,10789,,21788,,747389,,,,
2013,57,FOR,Foreign Country,foreign,08,CO,Colorado,state,,2474,,5999,,147595,,,,
2013,57,FOR,Foreign Country,foreign,09,CT,Connecticut,state,,840,,1796,,102701,,,,
2013,57,FOR,Foreign Country,foreign,11,DC,District of Columbia,dc,,561,,994,,55912,,,,
2013,57,FOR,Foreign Country,foreign,10,DE,Delaware,state,,241,,471,,19260,,,,
2013,57,FOR,Foreign Country,foreign,12,FL,Florida,state,,8285,,18924,,547709,,,,
2013,57,FOR,Foreign Country,foreign,13,GA,Georgia,state,,3141,,7520,,170704,,,,
2013,57,FOR,Foreign Country,foreign,15,HI,Hawaii,state,,1682,,3886,,90462,,,,
2013,57,FOR,Foreign Country,foreign,19,IA,Iowa,state,,318,,661,,22318,,,,
2013,57,FOR,Foreign Country,foreign,16,ID,Idaho,state,,365,,841,,19242,,,,
2013,57,FOR,Foreign Country,foreign,17,IL,Illinois,state,,2131,,4293,,228840,,,,
2013,57,FOR,Foreign Country,foreign,18,IN,Indiana,state,,733,,1534,,41580,,,,
2013,57,FOR,Foreign Country,foreign,20,KS,Kansas,state,,1052,,2694,,66444,,,,
2013,57,FOR,Foreign Country,foreign,21,KY,Kentucky,state,,710,,1714,,33541,,,,
2013,57,FOR,Foreign Country,foreign,22,LA,Louisiana,state,,1036,,2346,,45255,,,,
2013,57,FOR,Foreign Country,foreign,25,MA,Massachusetts,state,,1664,,3159,,167614,,,,
2013,57,FOR,Foreign Country,foreign,24,MD,Maryland,state,,2419,,5458,,169315,,,,
2013,57,FOR,Foreign Country,foreign,23,ME,Maine,state,,289,,507,,16734,,,,
2013,57,FOR,Foreign Country,foreign,26,MI,Michigan,state,,1305,,2779,,105777,,,,
2013,57,FOR,Foreign Country,foreign,27,MN,Minnesota,state,,652,,1270,,35704,,,,
2013,57,FOR,Foreign Country,foreign,29,MO,Missouri,state,,1179,,2660,,66080,,,,
2013,57,FOR,Foreign Country,foreign,28,MS,Mississippi,state,,482,,1099,,19818,,,,
2013,57,FOR,Foreign Country,foreign,30,MT,Montana,state,,279,,537,,11367,,,,
2013,57,FOR,Foreign Country,foreign,37,NC,North Carolina,state,,3557,,8141,,206097,,,,
2013,57,FOR,Foreign Country,foreign,38,ND,North Dakota,state,,401,,830,,18406,,,,
2013,57,FOR,Foreign Country,foreign,31,NE,Nebraska,state,,379,,877,,21870,,,,
2013,57,FOR,Foreign Country,foreign,33,NH,New Hampshire,state,,274,,509,,18125,,,,
2013,57,FOR,Foreign Country,foreign,34,NJ,New Jersey,state,,2318,,4761,,207026,,,,
2013,57,FOR,Foreign Country,foreign,35,NM,New Mexico,state,,781,,1794,,37625,,,,
2013,57,FOR,Foreign Country,foreign,32,NV,Nevada,state,,1016,,2132,,67581,,,,
2013,57,FOR,Foreign Country,foreign,36,NY,New York,state,,5921,,11025,,527602,,,,
2013,57,FOR,Foreign Country,foreign,39,OH,Ohio,state,,1493,,3083,,109430,,,,
2013,57,FOR,Foreign Country,foreign,40,OK,Oklahoma,state,,1063,,2563,,50225,,,,
2013,57,FOR,Foreign Country,foreign,41,OR,Oregon,state,,703,,1273,,37575,,,,
2013,57,FOR,Foreign Country,foreign,42,PA,Pennsylvania,state,,1992,,4075,,148934,,,,
2013,57,FOR,Foreign Country,foreign,44,RI,Rhode Island,state,,332,,631,,18043,,,,
2013,57,FOR,Foreign Country,foreign,45,SC,South Carolina,state,,1555,,3507,,82704,,,,
2013,57,FOR,Foreign Country,foreign,46,SD,South Dakota,state,,215,,441,,10973,,,,
2013,57,FOR,Foreign Country,foreign,47,TN,Tennessee,state,,1096,,2394,,57749,,,,
2013,57,FOR,Foreign Country,foreign,48,TX,Texas,state,,10116,,22941,,818279,,,,
2013,57,FOR,Foreign Country,foreign,49,UT,Utah,state,,618,,1551,,46950,,,,
2013,57,FOR,Foreign Country,foreign,51,VA,Virginia,state,,6869,,16088,,508680,,,,
2013,57,FOR,Foreign Country,foreign,50,VT,Vermont,state,,133,,237,,9532,,,,
2013,57,FOR,Foreign Country,foreign,53,WA,Washington,state,,3688,,8321,,223940,,,,
2013,57,FOR,Foreign Country,foreign,55,WI,Wisconsin,state,,696,,1295,,34858,,,,
2013,57,FOR,Foreign Country,foreign,54,WV,West Virginia,state,,152,,309,,8606,,,,
2013,57,FOR,Foreign Country,foreign,56,WY,Wyoming,state,,233,,474,,11828,,,,
2013,13,GA,Georgia,state,02,AK,Alaska,state,493,493,1082,1082,17752,17752,3143,1209,0.3847,True
2013,13,GA,Georgia,state,01,AL,Alabama,state,9437,9437,20102,20102,381340,381340,18739,4366,0.233,True
2013,13,GA,Georgia,state,05,AR,Arkansas,state,874,874,1865,1865,41966,41966,1685,889,0.5276,False
2013,13,GA,Georgia,state,04,AZ,Arizona,state,1675,1675,3363,3363,81219,81219,3464,1455,0.42,True
2013,13,GA,Georgia,state,06,CA,California,state,7175,7175,13496,13496,415841,415841,13792,2727,0.1977,True
2013,13,GA,Georgia,state,08,CO,Colorado,state,2350,2350,4687,4687,132988,132988,5704,2574,0.4513,True
2013,13,GA,Georgia,state,09,CT,Connecticut,state,819,819,1563,1563,51438,51438,4838,1680,0.3473,True
2013,13,GA,Georgia,state,11,DC,District of Columbia,dc,607,607,869,869,36578,36578,1064,607,0.5705,False
2013,13,GA,Georgia,state,10,DE,Delaware,state,309,309,613,613,11556,11556,124,151,1.2177,False
2013,13,GA,Georgia,state,12,FL,Florida,state,23810,23810,45916,45916,1685340,1685340,38798,5074,0.1308,True
2013,13,GA,Georgia,state,57,FOR,Foreign Country,foreign,3061,,6736,,173129,,50954,6558,0.1287,True
2013,13,GA,Georgia,state,15,HI,Hawaii,state,717,717,1684,1684,30391,30391,2028,1467,0.7234,False
2013,13,GA,Georgia,state,19,IA,Iowa,state,537,537,1119,1119,20442,20442,2851,1440,0.5051,False
2013,13,GA,Georgia,state,16,ID,Idaho,state,264,264,570,570,12757,12757,466,467,1.0021,False
2013,13,GA,Georgia,state,17,IL,Illinois,state,2996,2996,5841,5841,186329,186329,8958,3418,0.3816,True
2013,13,GA,Georgia,state,18,IN,Indiana,state,1663,1663,3511,3511,69498,69498,4057,1487,0.3665,True
2013,13,GA,Georgia,state,US-ISL,ISL,U.S. Island Areas,territory,,,,,,,820,647,0.789,False
2013,13,GA,Georgia,state,20,KS,Kansas,state,943,943,2186,2186,44726,44726,1885,1019,0.5406,False
2013,13,GA,Georgia,state,21,KY,Kentucky,state,1780,1780,3782,3782,70873,70873,4532,1677,0.37,True
2013,13,GA,Georgia,state,22,LA,Louisiana,state,2529,2529,5236,5236,97478,97478,6493,2113,0.3254,True
2013,13,GA,Georgia,state,25,MA,Massachusetts,state,1410,1410,2445,2445,97668,97668,2413,1340,0.5553,False
2013,13,GA,Georgia,state,24,MD,Maryland,state,2611,2611,5038,5038,131751,131751,5607,2196,0.3917,True
2013,13,GA,Georgia,state,23,ME,Maine,state,253,253,526,526,11727,11727,530,591,1.1151,False
2013,13,GA,Georgia,state,26,MI,Michigan,state,2571,2571,4982,4982,95328,95328,8336,2586,0.3102,True
2013,13,GA,Georgia,state,27,MN,Minnesota,state,894,894,1767,1767,48340,48340,1074,606,0.5642,False
2013,13,GA,Georgia,state,29,MO,Missouri,state,1549,1549,3204,3204,67014,67014,1944,840,0.4321,True
2013,13,GA,Georgia,state,28,MS,Mississippi,state,1765,1765,3696,3696,62192,62192,5746,2225,0.3872,True
2013,13,GA,Georgia,state,30,MT,Montana,state,262,262,459,459,12164,12164,170,164,0.9647,False
2013,13,GA,Georgia,state,37,NC,North Carolina,state,8284,8284,16963,16963,413063,413063,19781,4329,0.2188,True
2013,13,GA,Georgia,state,38,ND,North Dakota,state,283,283,560,560,11366,11366,0,149,,
2013,13,GA,Georgia,state,31,NE,Nebraska,state,396,396,846,846,25224,25224,525,579,1.1029,False
2013,13,GA,Georgia,state,33,NH,New Hampshire,state,300,300,556,556,15090,15090,293,255,0.8703,False
2013,13,GA,Georgia,state,34,NJ,New Jersey,state,2002,2002,3820,3820,110074,110074,4664,1390,0.298,True
2013,13,GA,Georgia,state,35,NM,New Mexico,state,448,448,888,888,19863,19863,913,541,0.5926,False
2013,13,GA,Georgia,state,32,NV,Nevada,state,976,976,1799,1799,36945,36945,879,556,0.6325,False
2013,13,GA,Georgia,state,36,NY,New York,state,5609,5609,10203,10203,356916,356916,16217,3111,0.1918,True
2013,13,GA,Georgia,state,39,OH,Ohio,state,3084,3084,6131,6131,133670,133670,9980,2375,0.238,True
2013,13,GA,Georgia,state,40,OK,Oklahoma,state,1103,1103,2474,2474,46180,46180,3148,1938,0.6156,False
2013,13,GA,Georgia,state,41,OR,Oregon,state,644,644,1197,1197,31508,31508,666,428,0.6426,False
2013,13,GA,Georgia,state,42,PA,Pennsylvania,state,2482,2482,4862,4862,131165,131165,6298,2774,0.4405,True
2013,13,GA,Georgia,state,72,PR,Puerto Rico,territory,,,,,,,3763,1815,0.4823,True
2013,13,GA,Georgia,state,44,RI,Rhode Island,state,237,237,449,449,11098,11099,828,512,0.6184,False
2013,13,GA,Georgia,state,45,SC,South Carolina,state,8402,8402,17313,17313,426202,426202,14861,3189,0.2146,True
2013,13,GA,Georgia,state,46,SD,South Dakota,state,277,277,477,477,9063,9063,67,115,1.7164,False
2013,13,GA,Georgia,state,47,TN,Tennessee,state,7751,7751,15745,15745,367171,367171,18867,3633,0.1926,True
2013,13,GA,Georgia,state,48,TX,Texas,state,12735,12735,26270,26270,651069,651069,14949,3929,0.2628,True
2013,13,GA,Georgia,state,49,UT,Utah,state,559,559,1294,1294,33213,33213,1568,804,0.5128,False
2013,13,GA,Georgia,state,51,VA,Virginia,state,4877,4877,10031,10031,271764,271764,9464,2605,0.2753,True
2013,13,GA,Georgia,state,50,VT,Vermont,state,133,133,242,242,5066,5066,200,190,0.95,False
2013,13,GA,Georgia,state,53,WA,Washington,state,2027,2027,4360,4360,106047,106047,2090,862,0.4124,True
2013,13,GA,Georgia,state,55,WI,Wisconsin,state,920,920,1898,1898,46082,46082,3066,1769,0.577,False
2013,13,GA,Georgia,state,54,WV,West Virginia,state,497,497,945,945,18813,18813,645,493,0.7643,False
2013,13,GA,Georgia,state,56,WY,Wyoming,state,252,252,448,448,9997,9997,562,459,0.8167,False
2013,15,HI,Hawaii,state,02,AK,Alaska,state,357,357,817,817,12838,12838,1615,1368,0.8471,False
2013,15,HI,Hawaii,state,01,AL,Alabama,state,250,250,658,658,12023,12023,593,471,0.7943,False
2013,15,HI,Hawaii,state,05,AR,Arkansas,state,115,115,288,288,4443,4443,24,40,1.6667,False
2013,15,HI,Hawaii,state,04,AZ,Arizona,state,882,882,1827,1827,41396,41396,1153,746,0.647,False
2013,15,HI,Hawaii,state,06,CA,California,state,5367,5367,10194,10194,262553,262553,12901,2561,0.1985,True
2013,15,HI,Hawaii,state,08,CO,Colorado,state,927,927,1929,1929,42296,42296,2950,1176,0.3986,True
2013,15,HI,Hawaii,state,09,CT,Connecticut,state,160,160,323,323,8962,8962,530,476,0.8981,False
2013,15,HI,Hawaii,state,11,DC,District of Columbia,dc,69,69,117,117,5081,5081,233,277,1.1888,False
2013,15,HI,Hawaii,state,10,DE,Delaware,state,47,47,89,89,2244,2244,67,112,1.6716,False
2013,15,HI,Hawaii,state,12,FL,Florida,state,1307,1307,2729,2729,66360,66360,2613,975,0.3731,True
2013,15,HI,Hawaii,state,57,FOR,Foreign Country,foreign,1385,,3071,,67039,,14453,2825,0.1955,True
2013,15,HI,Hawaii,state,13,GA,Georgia,state,758,758,1806,1806,36372,36372,1867,1122,0.601,False
2013,15,HI,Hawaii,state,19,IA,Iowa,state,114,114,262,262,5169,5169,473,705,1.4905,False
2013,15,HI,Hawaii,state,16,ID,Idaho,state,193,193,400,400,7809,7809,1014,638,0.6292,False
2013,15,HI,Hawaii,state,17,IL,Illinois,state,467,467,875,875,23701,23701,1318,755,0.5728,False
2013,15,HI,Hawaii,state,18,IN,Indiana,state,232,232,471,471,8970,8970,296,314,1.0608,False
2013,15,HI,Hawaii,state,US-ISL,ISL,U.S. Island Areas,territory,,,,,,,905,556,0.6144,False
2013,15,HI,Hawaii,state,20,KS,Kansas,state,247,247,683,683,10863,10863,100,114,1.14,False
2013,15,HI,Hawaii,state,21,KY,Kentucky,state,198,198,526,526,8571,8571,264,269,1.0189,False
2013,15,HI,Hawaii,state,22,LA,Louisiana,state,259,259,620,620,11704,11704,1209,1229,1.0165,False
2013,15,HI,Hawaii,state,25,MA,Massachusetts,state,296,296,477,477,13389,13389,118,107,0.9068,False
2013,15,HI,Hawaii,state,24,MD,Maryland,state,518,518,1179,1179,30471,30471,974,713,0.732,False
2013,15,HI,Hawaii,state,23,ME,Maine,state,70,70,124,124,2955,2955,1030,799,0.7757,False
2013,15,HI,Hawaii,state,26,MI,Michigan,state,307,307,607,607,11920,11920,447,289,0.6465,False
2013,15,HI,Hawaii,state,27,MN,Minnesota,state,196,196,360,360,9970,9970,911,594,0.652,False
2013,15,HI,Hawaii,state,29,MO,Missouri,state,384,384,896,896,16005,16005,1032,752,0.7287,False
2013,15,HI,Hawaii,state,28,MS,Mississippi,state,108,108,257,257,4321,4321,101,136,1.3465,False
2013,15,HI,Hawaii,state,30,MT,Montana,state,121,121,247,247,6149,6149,0,165,,
2013,15,HI,Hawaii,state,37,NC,North Carolina,state,780,780,1947,1947,32267,32267,2004,845,0.4217,True
2013,15,HI,Hawaii,state,38,ND,North Dakota,state,52,52,111,111,1851,1851,0,149,,
2013,15,HI,Hawaii,state,31,NE,Nebraska,state,115,115,222,222,5655,5655,27,45,1.6667,False
2013,15,HI,Hawaii,state,33,NH,New Hampshire,state,86,86,151,151,4468,4468,98,166,1.6939,False
2013,15,HI,Hawaii,state,34,NJ,New Jersey,state,249,249,482,482,10406,10406,52,81,1.5577,False
2013,15,HI,Hawaii,state,35,NM,New Mexico,state,207,207,405,405,10102,10102,296,317,1.0709,False
2013,15,HI,Hawaii,state,32,NV,Nevada,state,1239,1239,2381,2381,56333,56333,1439,850,0.5907,False
2013,15,HI,Hawaii,state,36,NY,New York,state,724,724,1250,1250,27348,27348,2987,1271,0.4255,True
2013,15,HI,Hawaii,state,39,OH,Ohio,state,389,389,774,774,14839,14839,647,376,0.5811,False
2013,15,HI,Hawaii,state,40,OK,Oklahoma,state,295,295,742,742,13026,13026,742,712,0.9596,False
2013,15,HI,Hawaii,state,41,OR,Oregon,state,926,926,1658,1658,44280,44280,889,440,0.4949,True
2013,15,HI,Hawaii,state,42,PA,Pennsylvania,state,375,375,710,710,16652,16652,484,333,0.688,False
2013,15,HI,Hawaii,state,72,PR,Puerto Rico,territory,,,,,,,327,418,1.2783,False
2013,15,HI,Hawaii,state,44,RI,Rhode Island,state,68,68,155,155,4419,4419,84,142,1.6905,False
2013,15,HI,Hawaii,state,45,SC,South Carolina,state,353,353,837,837,18644,18644,1111,830,0.7471,False
2013,15,HI,Hawaii,state,46,SD,South Dakota,state,38,38,75,75,1733,1733,270,437,1.6185,False
2013,15,HI,Hawaii,state,47,TN,Tennessee,state,355,355,852,852,18188,18188,385,274,0.7117,False
2013,15,HI,Hawaii,state,48,TX,Texas,state,2233,2233,5208,5208,108473,108473,7385,2400,0.325,True
2013,15,HI,Hawaii,state,49,UT,Utah,state,441,441,1107,1107,17791,17791,521,376,0.7217,False
2013,15,HI,Hawaii,state,51,VA,Virginia,state,1196,1196,3030,3030,68667,68667,1373,697,0.5076,False
2013,15,HI,Hawaii,state,50,VT,Vermont,state,37,37,63,63,1239,1239,0,151,,
2013,15,HI,Hawaii,state,53,WA,Washington,state,2041,2041,4309,4309,95729,95729,3225,1294,0.4012,True
2013,15,HI,Hawaii,state,55,WI,Wisconsin,state,196,196,340,340,7240,7240,231,211,0.9134,False
2013,15,HI,Hawaii,state,54,WV,West Virginia,state,69,69,150,150,2634,2634,0,190,,
2013,15,HI,Hawaii,state,56,WY,Wyoming,state,58,58,121,121,3084,3084,0,193,,
2013,19,IA,Iowa,state,02,AK,Alaska,state,85,85,142,142,3734,3734,1539,1276,0.8291,False
2013,19,IA,Iowa,state,01,AL,Alabama,state,178,178,350,350,8410,8410,180,431,2.3944,False
2013,19,IA,Iowa,state,05,AR,Arkansas,state,323,323,658,658,13716,13716,684,481,0.7032,False
2013,19,IA,Iowa,state,04,AZ,Arizona,state,1181,1181,2158,2158,76487,76487,968,683,0.7056,False
2013,19,IA,Iowa,state,06,CA,California,state,1533,1533,2783,2783,72117,72117,6346,1974,0.3111,True
2013,19,IA,Iowa,state,08,CO,Colorado,state,1363,1363,2300,2300,68200,68200,1633,1085,0.6644,False
2013,19,IA,Iowa,state,09,CT,Connecticut,state,101,101,190,190,6152,6152,124,149,1.2016,False
2013,19,IA,Iowa,state,11,DC,District of Columbia,dc,62,62,73,73,2815,2815,0,203,,
2013,19,IA,Iowa,state,10,DE,Delaware,state,37,37,78,78,2381,2381,0,189,,
2013,19,IA,Iowa,state,12,FL,Florida,state,1688,1688,3113,3113,137401,137401,3834,1547,0.4035,True
2013,19,IA,Iowa,state,57,FOR,Foreign Country,foreign,399,,782,,20150,,12526,2778,0.2218,True
2013,19,IA,Iowa,state,13,GA,Georgia,state,527,527,1088,1088,30096,30096,362,302,0.8343,False
2013,19,IA,Iowa,state,15,HI,Hawaii,state,105,105,215,215,5558,5558,76,92,1.2105,False
2013,19,IA,Iowa,state,16,ID,Idaho,state,119,119,251,251,5135,5135,273,263,0.9634,False
2013,19,IA,Iowa,state,17,IL,Illinois,state,4123,4123,7465,7465,168802,168802,9428,1354,0.1436,True
2013,19,IA,Iowa,state,18,IN,Indiana,state,567,567,1145,1145,28261,28261,2574,984,0.3823,True
2013,19,IA,Iowa,state,US-ISL,ISL,U.S. Island Areas,territory,,,,,,,0,190,,
2013,19,IA,Iowa,state,20,KS,Kansas,state,738,738,1454,1454,41708,41708,3153,1592,0.5049,False
2013,19,IA,Iowa,state,21,KY,Kentucky,state,239,239,488,488,11052,11052,559,387,0.6923,False
2013,19,IA,Iowa,state,22,LA,Louisiana,state,177,177,352,352,7410,7410,203,259,1.2759,False
2013,19,IA,Iowa,state,25,MA,Massachusetts,state,189,189,311,311,13889,13889,322,399,1.2391,False
2013,19,IA,Iowa,state,24,MD,Maryland,state,209,209,358,358,12585,12585,558,491,0.8799,False
2013,19,IA,Iowa,state,23,ME,Maine,state,52,52,100,100,2935,2935,19,35,1.8421,False
2013,19,IA,Iowa,state,26,MI,Michigan,state,571,571,1140,1140,32228,32228,667,350,0.5247,False
2013,19,IA,Iowa,state,27,MN,Minnesota,state,2577,2577,4753,4753,129383,129383,8281,1957,0.2363,True
2013,19,IA,Iowa,state,29,MO,Missouri,state,1814,1814,3552,3552,91607,91607,3625,986,0.272,True
2013,19,IA,Iowa,state,28,MS,Mississippi,state,148,148,296,296,4224,4224,133,119,0.8947,False
2013,19,IA,Iowa,state,30,MT,Montana,state,133,133,274,274,6561,6561,0,165,,
2013,19,IA,Iowa,state,37,NC,North Carolina,state,586,586,1143,1143,33073,33073,1125,616,0.5476,False
2013,19,IA,Iowa,state,38,ND,North Dakota,state,256,256,474,474,12328,12328,1527,851,0.5573,False
2013,19,IA,Iowa,state,31,NE,Nebraska,state,3111,3111,6003,6003,127250,127250,6466,1894,0.2929,True
2013,19,IA,Iowa,state,33,NH,New Hampshire,state,50,50,89,89,2528,2528,0,185,,
2013,19,IA,Iowa,state,34,NJ,New Jersey,state,146,146,265,265,8115,8115,323,250,0.774,False
2013,19,IA,Iowa,state,35,NM,New Mexico,state,172,172,330,330,7924,7924,360,411,1.1417,False
2013,19,IA,Iowa,state,32,NV,Nevada,state,232,232,443,443,13948,13948,532,413,0.7763,False
2013,19,IA,Iowa,state,36,NY,New York,state,441,441,718,718,18957,18957,340,250,0.7353,False
2013,19,IA,Iowa,state,39,OH,Ohio,state,508,508,991,991,31630,31630,897,528,0.5886,False
2013,19,IA,Iowa,state,40,OK,Oklahoma,state,384,384,822,822,17231,17231,956,563,0.5889,False
2013,19,IA,Iowa,state,41,OR,Oregon,state,354,354,645,645,19382,19382,746,511,0.685,False
